,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,Expiration,Type,MarketPrice
12994,SPX251219P05700000,2025-05-23 19:23:49+00:00,5700.0,248.84,250.8,253.4,31.39,14.435503,160.0,28985,0.1741758913803101,False,REGULAR,USD,2025-12-19,put,252.10000000000002
12995,SPX251219P05725000,2025-05-22 14:56:38+00:00,5725.0,242.95,258.1,260.7,0.0,0.0,4.0,1581,0.17147415905952457,False,REGULAR,USD,2025-12-19,put,259.4
12996,SPX251219P05750000,2025-05-23 16:07:55+00:00,5750.0,262.75,265.6,268.3,25.339996,10.673517,844.0,7584,0.16878196338653567,False,REGULAR,USD,2025-12-19,put,266.95000000000005
12997,SPX251219P05775000,2025-05-23 14:21:37+00:00,5775.0,281.52,273.4,276.0,25.889984,10.127913,14.0,1241,0.16597723526954655,False,REGULAR,USD,2025-12-19,put,274.7
12998,SPX251219P05800000,2025-05-23 19:58:19+00:00,5800.0,279.56,281.3,284.0,30.539993,12.264072,1074.0,18477,0.1631677388286591,False,REGULAR,USD,2025-12-19,put,282.65
13068,SPXW251231P01200000,2025-05-23 18:48:02+00:00,1200.0,1.45,1.2,1.55,0.44000006,43.56436,9.0,551,0.7399928344726561,False,REGULAR,USD,2025-12-31,put,1.375
13069,SPXW251231P01400000,2025-05-21 19:11:22+00:00,1400.0,1.77,1.8,2.2,0.0,0.0,6.0,278,0.6953155468750001,False,REGULAR,USD,2025-12-31,put,2.0
13070,SPXW251231P01600000,2025-05-23 19:51:28+00:00,1600.0,2.7,2.6,3.0,0.27999997,11.570247,1.0,448,0.6556125747680664,False,REGULAR,USD,2025-12-31,put,2.8
13071,SPXW251231P01800000,2025-05-21 14:12:39+00:00,1800.0,2.85,3.5,4.0,0.0,0.0,4.0,518,0.6185951226806643,False,REGULAR,USD,2025-12-31,put,3.75
13072,SPXW251231P02000000,2025-05-23 17:08:23+00:00,2000.0,4.74,4.7,5.3,0.43999958,10.232548,6.0,307,0.5859111233520508,False,REGULAR,USD,2025-12-31,put,5.0
13073,SPXW251231P02200000,2025-05-23 17:08:23+00:00,2200.0,6.11,6.1,6.7,1.04,20.51282,3.0,287,0.5540053144836428,False,REGULAR,USD,2025-12-31,put,6.4
13074,SPXW251231P02400000,2025-05-23 18:48:02+00:00,2400.0,7.57,7.8,8.4,1.0100002,15.396345,2.0,246,0.5243272665405273,False,REGULAR,USD,2025-12-31,put,8.1
13075,SPXW251231P02600000,2025-05-23 18:48:02+00:00,2600.0,9.54,9.7,10.3,0.7399998,8.409088,1.0,305,0.4975636181640626,False,REGULAR,USD,2025-12-31,put,10.0
13076,SPXW251231P02700000,2025-05-09 13:44:04+00:00,2700.0,11.3,10.7,11.4,0.0,0.0,2.0,7,0.48360196578979503,False,REGULAR,USD,2025-12-31,put,11.05
13077,SPXW251231P02800000,2025-05-22 04:45:43+00:00,2800.0,10.7,11.8,12.5,0.0,0.0,1.0,66,0.46943432182312017,False,REGULAR,USD,2025-12-31,put,12.15
13078,SPXW251231P02900000,2025-05-21 20:12:11+00:00,2900.0,12.0,13.0,13.7,0.0,0.0,33.0,2601,0.4556786610412598,False,REGULAR,USD,2025-12-31,put,13.35
13079,SPXW251231P03000000,2025-05-23 18:56:52+00:00,3000.0,14.0,14.3,15.0,1.0,7.692308,1.0,1991,0.4422510609436035,False,REGULAR,USD,2025-12-31,put,14.65
13080,SPXW251231P03100000,2025-05-12 19:58:35+00:00,3100.0,12.3,15.6,16.4,0.0,0.0,1.0,137,0.42909811630249023,False,REGULAR,USD,2025-12-31,put,16.0
13081,SPXW251231P03200000,2025-05-23 15:18:52+00:00,3200.0,17.2,17.1,18.0,2.2000008,14.666672,1.0,80,0.41655551712036126,False,REGULAR,USD,2025-12-31,put,17.55
13082,SPXW251231P03300000,2025-05-22 04:38:59+00:00,3300.0,17.0,18.8,19.6,0.0,0.0,5.0,102,0.4037458917999268,False,REGULAR,USD,2025-12-31,put,19.200000000000003
13083,SPXW251231P03400000,2025-05-20 19:05:25+00:00,3400.0,16.6,20.6,21.5,0.0,0.0,3.0,105,0.3917449742126465,False,REGULAR,USD,2025-12-31,put,21.05
13084,SPXW251231P03500000,2025-05-21 19:19:47+00:00,3500.0,20.5,22.6,23.5,0.0,0.0,19.0,970,0.37973642730712887,False,REGULAR,USD,2025-12-31,put,23.05
13085,SPXW251231P03600000,2025-05-12 16:33:04+00:00,3600.0,20.87,24.8,25.8,0.0,0.0,2.0,59,0.3682771913146973,False,REGULAR,USD,2025-12-31,put,25.3
13086,SPXW251231P03700000,2025-05-22 16:34:17+00:00,3700.0,24.35,27.3,28.3,0.0,0.0,1.0,1263,0.35695146839141845,False,REGULAR,USD,2025-12-31,put,27.8
13087,SPXW251231P03750000,2025-05-13 18:55:36+00:00,3750.0,21.2,28.6,29.6,0.0,0.0,9.0,27,0.3512561823272705,False,REGULAR,USD,2025-12-31,put,29.1
13088,SPXW251231P03800000,2025-05-22 16:34:17+00:00,3800.0,26.75,30.0,31.0,0.0,0.0,1.0,12325,0.34570203865051263,False,REGULAR,USD,2025-12-31,put,30.5
13089,SPXW251231P03850000,2025-05-16 15:53:31+00:00,3850.0,23.41,31.6,32.6,0.0,0.0,1.0,49,0.34049121429443363,False,REGULAR,USD,2025-12-31,put,32.1
13090,SPXW251231P03900000,2025-05-20 13:38:35+00:00,3900.0,32.4,33.2,34.2,6.9000015,27.05883,45.0,453,0.3351354328918457,False,REGULAR,USD,2025-12-31,put,33.7
13091,SPXW251231P03950000,2025-05-22 15:27:20+00:00,3950.0,31.4,34.9,36.0,0.0,0.0,45.0,50,0.3300657509231567,False,REGULAR,USD,2025-12-31,put,35.45
13092,SPXW251231P04000000,2025-05-22 15:38:44+00:00,4000.0,37.5,36.7,37.8,4.5999985,13.981758,1.0,4468,0.3248434825897216,False,REGULAR,USD,2025-12-31,put,37.25
13093,SPXW251231P04050000,2025-05-22 15:27:20+00:00,4050.0,34.8,38.6,39.8,0.0,0.0,43.0,507,0.319857723121643,False,REGULAR,USD,2025-12-31,put,39.2
13094,SPXW251231P04075000,2025-05-21 13:50:02+00:00,4075.0,30.9,39.6,40.8,0.0,0.0,42.0,50,0.31730190151214593,False,REGULAR,USD,2025-12-31,put,40.2
13095,SPXW251231P04100000,2025-05-19 19:05:00+00:00,4100.0,40.0,40.7,41.8,9.4,30.718952,1.0,197,0.31470793331146235,False,REGULAR,USD,2025-12-31,put,41.25
13096,SPXW251231P04125000,2025-04-30 15:29:54+00:00,4125.0,66.5,41.7,42.9,0.0,0.0,,3,0.31225510749816887,False,REGULAR,USD,2025-12-31,put,42.3
13097,SPXW251231P04150000,2025-05-22 15:27:20+00:00,4150.0,38.7,42.8,44.1,0.0,0.0,41.0,1553,0.309928165435791,False,REGULAR,USD,2025-12-31,put,43.45
13098,SPXW251231P04175000,2025-04-24 16:56:36+00:00,4175.0,72.05,44.0,45.2,0.0,0.0,,3,0.30738378780364983,False,REGULAR,USD,2025-12-31,put,44.6
13099,SPXW251231P04200000,2025-05-21 14:36:13+00:00,4200.0,35.3,45.2,46.4,0.0,0.0,1.0,1210,0.3049652939224243,False,REGULAR,USD,2025-12-31,put,45.8
13100,SPXW251231P04225000,2025-05-21 18:11:16+00:00,4225.0,40.2,46.4,47.7,0.0,0.0,10.0,41,0.30266123981475834,False,REGULAR,USD,2025-12-31,put,47.05
13101,SPXW251231P04250000,2025-05-13 13:47:39+00:00,4250.0,35.83,47.7,49.0,0.0,0.0,32.0,162,0.30030759513854977,False,REGULAR,USD,2025-12-31,put,48.35
13102,SPXW251231P04275000,2025-05-13 18:00:10+00:00,4275.0,36.07,49.0,50.3,0.0,0.0,42.0,400,0.2979005452346801,False,REGULAR,USD,2025-12-31,put,49.65
13103,SPXW251231P04300000,2025-05-21 19:53:27+00:00,4300.0,45.05,50.4,51.7,0.0,0.0,2.0,2560,0.29560030578613283,False,REGULAR,USD,2025-12-31,put,51.05
13104,SPXW251231P04325000,2025-05-07 17:05:49+00:00,4325.0,67.3,51.3,53.6,0.0,0.0,1.0,2,0.2939867049789428,False,REGULAR,USD,2025-12-31,put,52.45
13105,SPXW251231P04350000,2025-05-13 17:45:13+00:00,4350.0,38.99,52.8,55.1,0.0,0.0,3.0,104,0.2917112608146667,False,REGULAR,USD,2025-12-31,put,53.95
13106,SPXW251231P04375000,2025-05-13 19:16:07+00:00,4375.0,39.91,54.4,56.5,0.0,0.0,36.0,62,0.28923745437622067,False,REGULAR,USD,2025-12-31,put,55.45
13107,SPXW251231P04400000,2025-05-21 19:53:27+00:00,4400.0,50.4,55.9,58.1,0.0,0.0,175.0,259,0.2869963421440124,False,REGULAR,USD,2025-12-31,put,57.0
13108,SPXW251231P04425000,2025-05-19 14:25:06+00:00,4425.0,44.0,57.5,59.7,0.0,0.0,50.0,95,0.2846980100250244,False,REGULAR,USD,2025-12-31,put,58.6
13109,SPXW251231P04450000,2025-05-15 20:08:54+00:00,4450.0,44.21,59.2,61.0,0.0,0.0,2733.0,1657,0.2819457334709168,False,REGULAR,USD,2025-12-31,put,60.1
13110,SPXW251231P04475000,2025-05-19 14:25:06+00:00,4475.0,46.6,60.9,63.1,0.0,0.0,50.0,117,0.28019480493545523,False,REGULAR,USD,2025-12-31,put,62.0
13111,SPXW251231P04500000,2025-05-19 19:59:40+00:00,4500.0,46.47,62.7,65.0,0.0,0.0,54.0,336,0.27811009372711176,False,REGULAR,USD,2025-12-31,put,63.85
13112,SPXW251231P04525000,2025-05-15 16:11:54+00:00,4525.0,49.4,64.5,66.8,0.0,0.0,81.0,225,0.27583655689239495,False,REGULAR,USD,2025-12-31,put,65.65
13113,SPXW251231P04550000,2025-05-22 14:45:00+00:00,4550.0,61.01,66.4,68.8,0.0,0.0,1.0,77,0.2737461236953735,False,REGULAR,USD,2025-12-31,put,67.6
13114,SPXW251231P04575000,2025-05-22 14:45:00+00:00,4575.0,62.91,68.4,70.8,0.0,0.0,1.0,179,0.2715889339637756,False,REGULAR,USD,2025-12-31,put,69.6
13115,SPXW251231P04600000,2025-05-15 17:42:40+00:00,4600.0,53.2,70.4,72.8,0.0,0.0,3.0,223,0.2693668950271606,False,REGULAR,USD,2025-12-31,put,71.6
13116,SPXW251231P04625000,2025-05-21 17:29:34+00:00,4625.0,63.48,72.5,74.9,0.0,0.0,1.0,90,0.2671982613182068,False,REGULAR,USD,2025-12-31,put,73.7
13117,SPXW251231P04650000,2025-05-21 17:26:20+00:00,4650.0,63.95,74.7,77.1,0.0,0.0,1.0,159,0.2650734961891174,False,REGULAR,USD,2025-12-31,put,75.9
13118,SPXW251231P04675000,2025-05-12 11:12:33+00:00,4675.0,70.1,76.9,79.4,0.0,0.0,1.0,255,0.26299069231033323,False,REGULAR,USD,2025-12-31,put,78.15
13119,SPXW251231P04700000,2025-05-23 16:52:20+00:00,4700.0,78.1,79.2,81.7,7.5,10.62323,1.0,2944,0.260837317237854,False,REGULAR,USD,2025-12-31,put,80.45
13120,SPXW251231P04725000,2025-05-15 16:11:54+00:00,4725.0,62.7,81.6,83.8,0.0,0.0,111.0,2364,0.2584073793792725,False,REGULAR,USD,2025-12-31,put,82.69999999999999
13121,SPXW251231P04750000,2025-05-23 16:03:30+00:00,4750.0,83.99,84.0,86.6,8.489998,11.24503,10.0,555,0.25663356288909905,False,REGULAR,USD,2025-12-31,put,85.3
13122,SPXW251231P04775000,2025-05-13 17:41:44+00:00,4775.0,63.92,86.5,89.2,0.0,0.0,1.0,96,0.2545755542945863,False,REGULAR,USD,2025-12-31,put,87.85
13123,SPXW251231P04800000,2025-05-23 15:58:31+00:00,4800.0,89.9,89.1,91.8,8.599998,10.578103,1.0,250,0.2524431598472595,False,REGULAR,USD,2025-12-31,put,90.44999999999999
13124,SPXW251231P04825000,2025-05-15 16:26:05+00:00,4825.0,71.34,91.8,94.5,0.0,0.0,1.0,101,0.2503336533546448,False,REGULAR,USD,2025-12-31,put,93.15
13125,SPXW251231P04850000,2025-05-23 18:01:15+00:00,4850.0,91.12,94.6,97.3,4.0,4.591368,25.0,498,0.2482451274871826,False,REGULAR,USD,2025-12-31,put,95.94999999999999
13126,SPXW251231P04875000,2025-05-19 13:30:03+00:00,4875.0,80.66,97.4,100.2,0.0,0.0,1.0,80,0.24617186025619509,False,REGULAR,USD,2025-12-31,put,98.80000000000001
13127,SPXW251231P04890000,2025-05-13 19:16:07+00:00,4890.0,73.77,99.2,102.0,0.0,0.0,60.0,21,0.24494544734954837,False,REGULAR,USD,2025-12-31,put,100.6
13128,SPXW251231P04900000,2025-05-21 18:05:58+00:00,4900.0,88.0,100.4,102.7,0.0,0.0,133.0,8481,0.2436599072265625,False,REGULAR,USD,2025-12-31,put,101.55000000000001
13129,SPXW251231P04910000,2025-05-12 13:34:06+00:00,4910.0,94.6,101.6,104.4,0.0,0.0,4.0,27,0.243265090007782,False,REGULAR,USD,2025-12-31,put,103.0
13130,SPXW251231P04920000,2025-05-12 14:04:20+00:00,4920.0,93.28,102.8,105.7,0.0,0.0,70.0,49,0.24249452886581419,False,REGULAR,USD,2025-12-31,put,104.25
13131,SPXW251231P04925000,2025-05-21 19:25:55+00:00,4925.0,96.26,103.4,106.3,0.0,0.0,2.0,171,0.24205965772628782,False,REGULAR,USD,2025-12-31,put,104.85
13132,SPXW251231P04940000,2025-05-07 13:52:57+00:00,4940.0,145.43,105.3,108.2,0.0,0.0,7.0,24,0.2408256155014038,False,REGULAR,USD,2025-12-31,put,106.75
13133,SPXW251231P04950000,2025-05-23 18:01:15+00:00,4950.0,102.62,106.6,109.4,6.2300034,6.4633293,25.0,390,0.23992917060852045,False,REGULAR,USD,2025-12-31,put,108.0
13134,SPXW251231P04975000,2025-05-23 09:29:14+00:00,4975.0,102.3,109.8,112.7,0.13000488,0.1272437,18.0,36,0.2378883279800415,False,REGULAR,USD,2025-12-31,put,111.25
13135,SPXW251231P04980000,2025-05-01 15:00:03+00:00,4980.0,149.68,110.5,113.4,0.0,0.0,,1,0.2375049547386169,False,REGULAR,USD,2025-12-31,put,111.95
13136,SPXW251231P04990000,2025-05-06 17:51:26+00:00,4990.0,157.2,111.8,114.7,0.0,0.0,1.0,1,0.2366409344482422,False,REGULAR,USD,2025-12-31,put,113.25
13137,SPXW251231P05000000,2025-05-23 20:12:31+00:00,5000.0,115.67,113.1,116.1,12.959999,12.61805,2103.0,3431,0.2358493926811218,False,REGULAR,USD,2025-12-31,put,114.6
13138,SPXW251231P05010000,2025-05-01 18:14:05+00:00,5010.0,156.53,114.5,117.4,0.0,0.0,,2,0.23495962344169619,False,REGULAR,USD,2025-12-31,put,115.95
13139,SPXW251231P05025000,2025-05-21 13:56:54+00:00,5025.0,91.23,116.6,119.5,0.0,0.0,2.0,70,0.23372462755203247,False,REGULAR,USD,2025-12-31,put,118.05
13140,SPXW251231P05040000,2025-04-30 14:28:21+00:00,5040.0,199.93,118.7,121.7,0.0,0.0,,1,0.23254017589569093,False,REGULAR,USD,2025-12-31,put,120.2
13141,SPXW251231P05050000,2025-05-21 20:06:30+00:00,5050.0,110.67,120.1,123.1,0.0,0.0,10.0,164,0.23167806293487547,False,REGULAR,USD,2025-12-31,put,121.6
13142,SPXW251231P05070000,2025-05-19 13:30:50+00:00,5070.0,100.3,123.0,126.0,0.0,0.0,25.0,25,0.22999484459877012,False,REGULAR,USD,2025-12-31,put,124.5
13143,SPXW251231P05075000,2025-05-15 17:00:28+00:00,5075.0,94.81,123.7,126.8,0.0,0.0,1.0,122,0.2296238689994812,False,REGULAR,USD,2025-12-31,put,125.25
13144,SPXW251231P05080000,2025-05-13 17:26:20+00:00,5080.0,94.72,124.5,127.5,0.0,0.0,,24,0.2291718318939209,False,REGULAR,USD,2025-12-31,put,126.0
13145,SPXW251231P05090000,2025-05-13 16:25:04+00:00,5090.0,97.52,126.0,129.0,0.0,0.0,,2,0.22833451421737672,False,REGULAR,USD,2025-12-31,put,127.5
13146,SPXW251231P05100000,2025-05-23 20:09:18+00:00,5100.0,130.09,127.5,130.5,10.589996,8.861921,3.0,583,0.2274819379043579,False,REGULAR,USD,2025-12-31,put,129.0
13147,SPXW251231P05110000,2025-05-22 14:59:09+00:00,5110.0,116.69,129.0,132.1,0.0,0.0,6.0,33,0.22669421079635618,False,REGULAR,USD,2025-12-31,put,130.55
13148,SPXW251231P05120000,2025-05-15 17:47:56+00:00,5120.0,100.32,130.6,133.6,0.0,0.0,,4,0.2258130245399475,False,REGULAR,USD,2025-12-31,put,132.1
13149,SPXW251231P05125000,2025-05-19 13:47:06+00:00,5125.0,104.7,131.3,134.4,0.0,0.0,1.0,251,0.22540676334381105,False,REGULAR,USD,2025-12-31,put,132.85000000000002
13150,SPXW251231P05130000,2025-05-21 19:18:08+00:00,5130.0,121.15,132.1,135.2,0.0,0.0,4.0,40,0.22499478015899654,False,REGULAR,USD,2025-12-31,put,133.64999999999998
13151,SPXW251231P05140000,2025-05-20 14:42:16+00:00,5140.0,101.43,133.7,136.8,0.0,0.0,30.0,103,0.22416223080635067,False,REGULAR,USD,2025-12-31,put,135.25
13152,SPXW251231P05150000,2025-05-23 03:47:15+00:00,5150.0,122.5,135.3,138.4,-1.1299973,-0.9140154,1.0,427,0.22331442281723018,False,REGULAR,USD,2025-12-31,put,136.85000000000002
13153,SPXW251231P05160000,2025-05-21 17:29:34+00:00,5160.0,121.1,136.9,140.0,0.0,0.0,2.0,9,0.22245230985641476,False,REGULAR,USD,2025-12-31,put,138.45
13154,SPXW251231P05170000,2025-04-23 14:57:45+00:00,5170.0,240.67,138.6,141.7,0.0,0.0,4.0,22,0.22164932411193847,False,REGULAR,USD,2025-12-31,put,140.14999999999998
13155,SPXW251231P05175000,2025-05-19 18:54:51+00:00,5175.0,104.37,139.4,142.5,0.0,0.0,1.0,63,0.22120491632461547,False,REGULAR,USD,2025-12-31,put,140.95
13156,SPXW251231P05180000,2025-05-13 14:01:43+00:00,5180.0,110.81,140.2,143.4,0.0,0.0,1.0,48,0.22083107973098753,False,REGULAR,USD,2025-12-31,put,141.8
13157,SPXW251231P05190000,2025-05-21 17:26:20+00:00,5190.0,123.12,141.9,145.0,0.0,0.0,2.0,6,0.2199250981903076,False,REGULAR,USD,2025-12-31,put,143.45
13158,SPXW251231P05200000,2025-05-23 20:09:18+00:00,5200.0,146.29,143.6,146.7,18.289993,14.289057,7.0,796,0.21907633653640748,False,REGULAR,USD,2025-12-31,put,145.14999999999998
13159,SPXW251231P05210000,2025-05-16 14:00:13+00:00,5210.0,111.12,145.3,148.4,0.0,0.0,2.0,44,0.21821231624603266,False,REGULAR,USD,2025-12-31,put,146.85000000000002
13160,SPXW251231P05220000,2025-05-22 14:59:09+00:00,5220.0,135.67,147.0,150.2,0.0,0.0,6.0,54,0.21740551584243775,False,REGULAR,USD,2025-12-31,put,148.6
13161,SPXW251231P05225000,2025-05-21 16:16:12+00:00,5225.0,113.76,147.9,151.1,0.0,0.0,1.0,208,0.2169954399871826,False,REGULAR,USD,2025-12-31,put,149.5
13162,SPXW251231P05230000,2025-05-06 14:32:56+00:00,5230.0,203.14,148.7,151.9,0.0,0.0,2.0,12,0.21651097827911375,False,REGULAR,USD,2025-12-31,put,150.3
13163,SPXW251231P05240000,2025-05-16 13:58:14+00:00,5240.0,113.69,150.5,153.7,0.0,0.0,2.0,8,0.2156727069377899,False,REGULAR,USD,2025-12-31,put,152.1
13164,SPXW251231P05250000,2025-05-23 16:03:30+00:00,5250.0,152.34,152.3,155.5,37.939995,33.16433,20.0,126,0.21481822329521177,False,REGULAR,USD,2025-12-31,put,153.9
13165,SPXW251231P05260000,2025-05-15 18:31:50+00:00,5260.0,119.55,154.1,157.3,0.0,0.0,1.0,6,0.21394848101615904,False,REGULAR,USD,2025-12-31,put,155.7
13166,SPXW251231P05270000,2025-04-25 15:11:08+00:00,5270.0,248.17,155.9,159.1,0.0,0.0,18.0,72,0.21306252643585205,False,REGULAR,USD,2025-12-31,put,157.5
13167,SPXW251231P05275000,2025-05-16 18:30:54+00:00,5275.0,115.8,156.8,160.0,0.0,0.0,1.0,475,0.2126143039894104,False,REGULAR,USD,2025-12-31,put,158.4
13168,SPXW251231P05280000,2025-05-21 19:24:58+00:00,5280.0,146.96,157.7,161.0,0.0,0.0,1.0,11,0.21223093074798582,False,REGULAR,USD,2025-12-31,put,159.35
13169,SPXW251231P05290000,2025-05-12 13:30:06+00:00,5290.0,150.39,160.1,162.4,0.0,0.0,1.0,2,0.21103980343818662,False,REGULAR,USD,2025-12-31,put,161.25
13170,SPXW251231P05300000,2025-05-22 20:09:32+00:00,5300.0,168.34,162.0,164.3,21.459991,14.61056,1.0,637,0.21017673681259152,False,REGULAR,USD,2025-12-31,put,163.15
13171,SPXW251231P05310000,2025-05-13 18:50:36+00:00,5310.0,127.52,163.8,166.2,0.0,0.0,2.0,56,0.20929745788574217,False,REGULAR,USD,2025-12-31,put,165.0
13172,SPXW251231P05320000,2025-04-28 14:37:22+00:00,5320.0,246.11,165.7,168.1,0.0,0.0,42.0,50,0.20840196665763847,False,REGULAR,USD,2025-12-31,put,166.89999999999998
13173,SPXW251231P05325000,2025-05-23 15:21:59+00:00,5325.0,168.11,166.7,169.0,38.309998,29.514635,300.0,488,0.20791464395523068,False,REGULAR,USD,2025-12-31,put,167.85
13174,SPXW251231P05330000,2025-05-21 19:24:58+00:00,5330.0,155.96,167.7,170.1,0.0,0.0,1.0,7,0.20755701966285706,False,REGULAR,USD,2025-12-31,put,168.89999999999998
13175,SPXW251231P05340000,2025-05-21 14:25:20+00:00,5340.0,178.15,169.6,172.0,43.34999,32.15875,1.0,29,0.20662910383224484,False,REGULAR,USD,2025-12-31,put,170.8
13176,SPXW251231P05350000,2025-05-23 03:45:13+00:00,5350.0,155.6,171.7,174.0,19.440002,14.277323,2.0,531,0.20575077857017515,False,REGULAR,USD,2025-12-31,put,172.85
13177,SPXW251231P05360000,2025-05-06 14:32:06+00:00,5360.0,236.48,173.6,176.0,0.0,0.0,68.0,62,0.2048552873420715,False,REGULAR,USD,2025-12-31,put,174.8
13178,SPXW251231P05370000,2025-05-13 14:10:32+00:00,5370.0,140.68,175.6,178.1,0.0,0.0,2.0,120,0.2040084330177307,False,REGULAR,USD,2025-12-31,put,176.85
13179,SPXW251231P05375000,2025-05-19 19:06:13+00:00,5375.0,133.1,176.7,179.0,0.0,0.0,2.0,354,0.2034820100593567,False,REGULAR,USD,2025-12-31,put,177.85
13180,SPXW251231P05380000,2025-05-16 18:35:19+00:00,5380.0,131.8,177.7,180.1,0.0,0.0,1.0,70,0.20307956352233883,False,REGULAR,USD,2025-12-31,put,178.89999999999998
13181,SPXW251231P05390000,2025-05-23 13:46:42+00:00,5390.0,188.58,179.7,182.2,-78.219986,-29.317839,1.0,26,0.20219837726593015,False,REGULAR,USD,2025-12-31,put,180.95
13182,SPXW251231P05400000,2025-05-21 16:12:19+00:00,5400.0,141.0,181.9,184.2,0.0,0.0,2.0,529,0.20123517583847045,False,REGULAR,USD,2025-12-31,put,183.05
13183,SPXW251231P05410000,2025-04-28 19:39:13+00:00,5410.0,278.48,183.9,186.4,0.0,0.0,2.0,126,0.2003835531902313,False,REGULAR,USD,2025-12-31,put,185.15
13184,SPXW251231P05420000,2025-05-01 14:52:51+00:00,5420.0,249.48,186.1,188.5,0.0,0.0,1.0,35,0.19944991537094114,False,REGULAR,USD,2025-12-31,put,187.3
13185,SPXW251231P05425000,2025-05-23 16:45:12+00:00,5425.0,185.28,187.2,189.6,15.199997,8.936969,15.0,1151,0.19900836857795715,False,REGULAR,USD,2025-12-31,put,188.39999999999998
13186,SPXW251231P05430000,2025-05-13 15:27:45+00:00,5430.0,149.0,188.2,190.7,0.0,0.0,19.0,26,0.1985620534610748,False,REGULAR,USD,2025-12-31,put,189.45
13187,SPXW251231P05440000,2025-05-19 16:51:36+00:00,5440.0,145.1,190.4,192.9,0.0,0.0,1.0,39,0.19765607192039486,False,REGULAR,USD,2025-12-31,put,191.65
13188,SPXW251231P05450000,2025-05-23 16:45:12+00:00,5450.0,190.63,192.6,195.1,15.450012,8.819507,15.0,530,0.19673197074890134,False,REGULAR,USD,2025-12-31,put,193.85
13189,SPXW251231P05460000,2025-05-21 14:10:41+00:00,5460.0,155.76,194.8,197.2,0.0,0.0,1.0,156,0.19572776173591613,False,REGULAR,USD,2025-12-31,put,196.0
13190,SPXW251231P05470000,2025-05-13 16:45:09+00:00,5470.0,155.78,197.0,199.5,0.0,0.0,1.0,19,0.19483036317825317,False,REGULAR,USD,2025-12-31,put,198.25
13191,SPXW251231P05475000,2025-05-23 13:48:25+00:00,5475.0,209.02,198.2,200.7,28.12001,15.544505,1.0,102,0.19440502868652343,False,REGULAR,USD,2025-12-31,put,199.45
13192,SPXW251231P05480000,2025-05-13 16:25:04+00:00,5480.0,160.02,199.3,201.8,0.0,0.0,2.0,66,0.19391293766021733,False,REGULAR,USD,2025-12-31,put,200.55
13193,SPXW251231P05490000,2025-05-09 18:30:06+00:00,5490.0,251.5,201.6,204.1,0.0,0.0,1.0,16,0.1929773925113678,False,REGULAR,USD,2025-12-31,put,202.85
13194,SPXW251231P05500000,2025-05-21 19:39:30+00:00,5500.0,208.3,203.9,206.4,24.26001,13.181923,7.0,542,0.19202277406692508,False,REGULAR,USD,2025-12-31,put,205.15
13195,SPXW251231P05510000,2025-04-25 19:41:05+00:00,5510.0,316.24,206.2,208.8,0.0,0.0,15.0,17,0.19111011687278745,False,REGULAR,USD,2025-12-31,put,207.5
13196,SPXW251231P05520000,2025-04-28 13:50:21+00:00,5520.0,305.03,208.6,211.2,0.0,0.0,2.0,2,0.19017838638305667,False,REGULAR,USD,2025-12-31,put,209.89999999999998
13197,SPXW251231P05525000,2025-05-19 17:55:28+00:00,5525.0,159.64,209.8,212.3,0.0,0.0,9.0,300,0.18964433410644532,False,REGULAR,USD,2025-12-31,put,211.05
13198,SPXW251231P05530000,2025-05-15 19:32:28+00:00,5530.0,215.41,211.0,213.6,48.15001,28.787523,1.0,5,0.1892266289329529,False,REGULAR,USD,2025-12-31,put,212.3
13199,SPXW251231P05540000,2025-05-22 16:03:14+00:00,5540.0,190.83,213.4,216.0,0.0,0.0,3.0,23,0.18825579818725585,False,REGULAR,USD,2025-12-31,put,214.7
13200,SPXW251231P05550000,2025-05-23 15:34:22+00:00,5550.0,214.64,215.9,218.4,21.339996,11.039832,7.0,466,0.18726494048118592,False,REGULAR,USD,2025-12-31,put,217.15
13201,SPXW251231P05570000,2025-04-28 13:58:51+00:00,5570.0,330.91,220.8,223.3,0.0,0.0,2.0,44,0.185283225069046,False,REGULAR,USD,2025-12-31,put,222.05
13202,SPXW251231P05575000,2025-05-13 14:41:19+00:00,5575.0,181.88,222.0,224.6,0.0,0.0,2.0,454,0.18481974398612971,False,REGULAR,USD,2025-12-31,put,223.3
13203,SPXW251231P05580000,2025-05-22 13:55:44+00:00,5580.0,203.37,223.3,225.9,0.0,0.0,2.0,2,0.18435149457931518,False,REGULAR,USD,2025-12-31,put,224.60000000000002
13204,SPXW251231P05590000,2025-04-28 14:56:41+00:00,5590.0,337.9,225.9,228.5,0.0,0.0,8.0,26,0.18339782979965208,False,REGULAR,USD,2025-12-31,put,227.2
13205,SPXW251231P05600000,2025-05-16 20:14:28+00:00,5600.0,246.5,228.4,230.9,74.28999,43.139183,1.0,662,0.18230588362693784,False,REGULAR,USD,2025-12-31,put,229.65
13206,SPXW251231P05610000,2025-05-13 17:11:40+00:00,5610.0,186.05,231.0,233.5,0.0,0.0,2.0,1,0.18131025759696956,False,REGULAR,USD,2025-12-31,put,232.25
